text,label,preprocessed_text
The Department Store Division reported an increase in sales of 4 per cent .,positive,depart store divis report increas sale 4 per cent
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,fair valu compani 's invest properti grew eur 2.803 billion end march 2009 eur 2.691 million year ago
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,last quarter best quarter 2009 net sale oper margin rose 12.2
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,major breweri increas domest beer sale 4.5 per cent last year 256.88 million litr 245.92 million litr 2004
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",positive,transact doubl tecnomen workfors add fourth net sale
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,oper profit rose 26.9 eur 105.8 83.4 million
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive,`` purchas cramo becom second largest rental servic provid latvian market
"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",positive,`` prioriti 2009 strengthen compani 's balanc sheet increas cash flow `` ceo hannu krook said
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',positive,`` purchas oper part yit 's strategi expand offer build system servic geograph ``
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,21 octob 2010 finnish fish tackl compani rapala vmc corp hel rap1v said today net profit rose eur18 .9 first nine month 2010 eur15 .1 period year earlier
"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",neutral,structur bim build inform model softwar tekla model-bas softwar provid adopt construct manag deliveri univers project abu dhabi
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,accord finnish metso miner valu compani 's order gone eur 1.9 bn 12 month
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,positive,finnish aldata solut sign contract suppli g.o.l.d system two french retail chain
Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,finnish bank +_land report oper profit rose eur 21.3 mn second quarter 2009 eur 6.1 mn correspond period 2008
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,finnish financi group aktia 's oper profit 2009 increas eur 47.0 mn eur 6.6 mn 2008
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,finnish forest machineri manufactur pons 's net sale grew eur 51.3 mn first quarter 2010 eur 37.5 mn correspond period 2009
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,finnish kci konecran rais net sale growth estim 2006 25 35
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive,finnish okmet manufactur process silicon wafer semiconductor sensor industri norwegian solar wafer compani norsun sign contract okmet suppli norsun mono silicon crystal use solar cell manufactur
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,finnish pharmaceut compani orion 's net sale rose eur 190mn first quarter 2009 eur 180mn first quarter 2008
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",positive,finnish pons sign agreement babcock africa distribut support pons forest machin harvest head inform system south africa
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,positive,south african sappi becom largest foreign forest industri compani oper finland result acquisit finnish m-real corpor 's graphic paper busi unit
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive,accord deputi md pekka silvennoinen aim doubl turnov next three year
"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,accord hkscan finland plan increas j+ærvi-suomen portti 's net sale eur 80mn eur 100mn
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,advertis circul revenu grew 3.4 0.4 respect
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",positive,takeov cramo becom second largest rental servic provid latvian market
"Again , the most significant sales increase of 18.6 % was in Russia .",positive,signific sale increas 18.6 russia
Alma Media expects its net sales to increase as forecast previously .,positive,alma medium expect net sale increas forecast previous
Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,also lemmink+æinen 's profit account period went eur 3.1 mn eur -24.5 mn year ago
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,end march 2007 group 's order book eur 39.6 mn 42 correspond period 2006
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,"time profit compani increas 10 h1 reach l 79,000"
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,neutral,aviat system mainten base kansa gener net sale usd 2.6 million 2008
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",positive,besid increas share meat variou sausag offer number new tast grill product shish kebab segment `` paavel said
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,oper profit net sale 12-month period increas respect eur10 .5 eur28 .8 compar financi year 2004
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,oper profit net sale 12-month period increas respect eur20 .8 eur177 .7 compar financi year 2004
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,oper profit net sale 12-month period increas respect eur21 .5 eur196 .1 compar 2005
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,oper profit net sale 12-month period increas respect eur4 .7 eur26 .7 compar 2004
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,oper profit net sale nine-month period increas respect 26.6 3.4 compar correspond period 2006
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,oper profit net sale six-month period increas respect eur13 .8 eur143 .6 compar correspond period 2007
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,oper profit net sale six-month period increas respect eur0 .4 eur3 .2 compar correspond period 2005
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,oper profit net sale six-month period increas respect eur18 .1 eur127 .6 compar correspond period 2006
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,oper profit net sale six-month period increas respect eur7 .5 eur655 .5 compar correspond period 2005
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,oper profit net sale three-month period increas respect eur15 .1 eur131 .5 compar correspond period 2005
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,oper profit net sale three-month period increas respect eur16 .0 eur139m compar correspond quarter 2006
